,headline,url,date,stock,website_name,article_body
74701,Weekly Wrap-Up TWTR BIDU BA OXY,http://marketfy.com/product/ecstatic-plays/blog/891/view/70678/,2015-01-26,OXY,marketfy,"The market managed a bounce this past week.  Earnings have been mixed, with weakness in the financials.  Energy stocks were still listless, although refiners (TSO, PSX, MPC, VLO) were on fire last week, ""proverbially"", as literally would not have been good (chuckles)!  Internet stocks charged higher after strong earnings from NFLX and EBAY.We had a very good week with all, besides one, of our closed trades being profittable.TWTR Feb 20 2015 Call 38.0$3.675$137.503.89%01/23/2015BIDU Jan 30 2015 Call 227.5$6.95$275.008.59%01/23/2015TWTR Feb 20 2015 Call 38.0$3.875$168.759.54%01/23/2015BIDU Jan 30 2015 Call 227.5$7.225$412.5012.89%01/23/2015TWTR Feb 20 2015 Call 38.0$3.925$193.7510.95%01/23/2015HLF Jan 23 2015 Put 31.0$0.61$-1,060.00-63.47%01/23/2015BIDU Jan 30 2015 Call 225.0$6.575$437.5015.35%01/22/2015BA Feb 20 2015 Call 130.0$5.60$275.0010.89%01/22/2015BA Feb 20 2015 Call 130.0$5.525$237.509.41%01/22/2015BA Feb 20 2015 Call 130.0$5.225$87.503.47%01/22/2015BA Feb 20 2015 Call 130.0$5.05$-0.000.00%01/22/2015OXY Feb 20 2015 Call 75.0$5.00$250.005.26%01/21/2015On Friday, the Dow dropped 141.38 points and SPX pulled back 11.33 points.  Just before the downside momentum picked up, I messaged my members to be cautious:Happy TradingEcstatic Playsmarket getting a bit fatigued...  don't chase calls here...  take it easy...10:37 AM - January 23, 2015•  Yesterday                           •  Premium contentWe also got into some downside plays just before the selling momentum picked up.  In myMarket Forecastfor this past week, I said,""Overall, the market is still on the weak side, although things seem to  be trying to make a near-term bounce.  I will likely look to add  downside plays on strength.""That's pretty much how things played out for the week!  Be sure to read my Market Forecast for the coming week tomorrow night.  Next week is going to be an important one!Good night andHappyTrading! ™"
74745,Market Forecast Sector Watch SPX Nasdaq FAS FDN XLE XRT,http://marketfy.com/product/ecstatic-plays/blog/891/view/66940/,2014-12-22,OXY,marketfy,"Markets tumbled last week, ending with heavy selling on Friday!  For the week, theDowwas down 677.96 points ;SPXdropped 73.04 points;Nasdaqlost 127.16 points.  Oil continued to fall, closing below $57/barrel; gold got a big pop, ending above $1222/ounce.Here's how the US markets looked after Friday's close:SPXOn Friday, SPX fell 33 points to close at 2002.33.  Its MACD and 10-day MA curved lower.NasdaqNasdaq lost 54.57 points to close at 4653.6.  Its 10-day MA and MACD also went down.SPX has quickly stumbled down to test 2000!  Nasdaq is doing a little better, but, is pushing on its lower BB.  For the new week, both SPX and Nasdaq look vulnerable.  SPX 2000-1970 is an important support.  Nasdaq has support at 4600.  We might see some bounces to start the week.  But, the bounces will be sporadic and selective.  There will likely be continued selling in various sectors.  Any bounce will not overturn the downward momentum unless SPX can rise above 2050.  On Wednesday, the all-important Fed meeting will tell us how the Fed sees the US economy now.  I think markets may be volatile and range-bound ahead of the meeting.  Financials dropped quite a bit last week.  Biotech and retail stocks are still hanging on.Sector WatchFAS(financial)FAS closed below its daily MAs.  The Fed meeting on Wednesday could give these stocks another jolt!  But, in which direction, we will have to wait and see.  If this sector bounces, I would focus on the regional banks such as STI and PNC.  V and MA are finally showing weakness.  The big banks (GS, WFC, JPM, BAC) all closed below their respective daily MAs.FDN(internet)FDN's daily chart looks pretty dire.  It has turned bearish.  However, we could see a bounce here as things consolidate.  FB bucked the trend last week and actually closed higher.  LNKD closed up as well.  On the other hand, GOOG and PCLN were weak.XLE(energy)I think we could see some bounces here too.  TSO, OXY, and EOG would be my pick.  On the downside, I would hit the riggers such as RIG and DO.XRT(retail)Well, next week is the week before Christmas.  Is this why this sector hung on?  XRT managed to close just above its daily MAs.  LULU broke out and we caught a nice piece of action.  KORS is still shaping up for a breakout.  TGT is showing some weakness.I am probably not going to be in a hurry to trade next week, until we see more clearly what the Fed is going to do.  So, lock in profits when you have it and keep lots of cash!Good night andHappyTrading! ™"
74747,Market Forecast Sector Watch SPX Nasdaq FAS XRT XLE BTK,http://marketfy.com/product/happytrades/blog/1194/view/65973/,2014-12-18,OXY,marketfy,"Both SPX and the Dow made new all-time highs again last  week!  Financials were very strong, which over-compensated for the  weakness in energies.Stocks took a quick fall on Monday, and SPX  tested 2050.  But, buyers quickly came in and drove things back up on  Tuesday and Wednesday.  Thursday saw a little stutter before the latest  jobs report.  Financials led the markets higher on Friday, as investors  cheered the strong jobs data.For the week, theDowwas up +130.55 points;SPXadded +7.81 points;Nasdaqfell 10.87 points.  Gold dropped to $1190/ounce and oil tumbled down to  below $66/barrel.  At the time of this writing, Asian markets were up.   Here's where the US markets stood after Friday's close:SPXOn Friday, SPX added +3.45 points to close at 2075.37.  The daily MAs moved up, but, the MACD moved down.NasdaqNasdaq gained +11.32 points to close at 4780.76.  Its MACD was also lower.Although  both SPX and the Dow made new all-time highs, the MACDs are still weak,  something to be cautious about.  Nasdaq actually ended slightly down  last week.  For the new week, however, it does seem that the Dow wants  to push higher.  SPX came close to 1980 on Friday.  We will see if it  can break above it in the coming week.  Financials really pushed the  broader market up last week.  Most other sectors were not nearly as  strong.  Oil is still falling and energies are going along with it.   Surprisingly, the retail sector pulled back as well.Sector WatchFAS(financial)FAS  got a big pop on Friday after the latest jobs report.  GS, WFC, BAC,  JPM all broke out.  V and M continued to make new highs as well.  We  should look at STI and PNC as well.  It's hard to say if the buying will  follow through on Monday as Friday's pop was quite substantial.XRT(retail)XRT  fell last week, and the MACD went bearish!  WMT, BBY, and AMZN all  pulled back.  We were looking to trade on the long side on these.  But,  as I cautioned in last week's Market Forecast, we waited to see how  Monday would trade.  It turned out that Monday did indeed get a  pullback.  Retails underperformed all weak, as the Thanksgiving shopping  was not as busy as expected.  KORS, however, bucked the trend, and I  like how it is looking.  Let's keep an eye on LULU as well.XLE(energy)XLE  did manage to eke out a gain for the week.  But, Friday's weakness  didn't help.  Most energy stocks showed similar development.  Riggers  are especially weak (RIG, DO).  OXY and FLR look ok.  SLB held up on  Friday, as well.BTK(biotech)BTK is still hanging on.  BIIB got a strong pop this week and that helped the sector.  JAZZ is trying very hard to break out.  Let's watch AMGN on Monday, asthe company released favorable data on its myeloma treatment this weekend.  I also think CLVS and GILD may be staging a bounce.Although the broader markets are  creeping higher, the overall environment is still very secular.  Some  sectors are actually moving lower.  So, I'm still cautious.  We have to  be very selective in our trades.Good night andHappyTrading! ™"
74748,Market Forecast Sector Watch SPX Nasdaq FAS XRT XLE GLD,http://marketfy.com/product/ecstatic-plays/blog/891/view/65972/,2014-12-18,OXY,marketfy,"Both SPX and the Dow made new all-time highs again last week!  Financials were very strong, which over-compensated for the weakness in energies.Stocks took a quick fall on Monday, and SPX tested 2050.  But, buyers quickly came in and drove things back up on Tuesday and Wednesday.  Thursday saw a little stutter before the latest jobs report.  Financials led the markets higher on Friday, as investors cheered the strong jobs data.For the week, theDowwas up +130.55 points;SPXadded +7.81 points;Nasdaqfell 10.87 points.  Gold dropped to $1190/ounce and oil tumbled down to below $66/barrel.  At the time of this writing, Asian markets were up.  Here's where the US markets stood after Friday's close:SPXOn Friday, SPX added +3.45 points to close at 2075.37.  The daily MAs moved up, but, the MACD moved down.NasdaqNasdaq gained +11.32 points to close at 4780.76.  Its MACD was also lower.Although both SPX and the Dow made new all-time highs, the MACDs are still weak, something to be cautious about.  Nasdaq actually ended slightly down last week.  For the new week, however, it does seem that the Dow wants to push higher.  SPX came close to 1980 on Friday.  We will see if it can break above it in the coming week.  Financials really pushed the broader market up last week.  Most other sectors were not nearly as strong.  Oil is still falling and energies are going along with it.  Surprisingly, the retail sector pulled back as well.Sector WatchFAS(financial)FAS got a big pop on Friday after the latest jobs report.  GS, WFC, BAC, JPM all broke out.  V and M continued to make new highs as well.  We should look at STI and PNC as well.  It's hard to say if the buying will follow through on Monday as Friday's pop was quite substantial.XRT(retail)XRT fell last week, and the MACD went bearish!  WMT, BBY, and AMZN all pulled back.  We were looking to trade on the long side on these.  But, as I cautioned in last week's Market Forecast, we waited to see how Monday would trade.  It turned out that Monday did indeed get a pullback.  Retails underperformed all weak, as the Thanksgiving shopping was not as busy as expected.  KORS, however, bucked the trend, and I like how it is looking.  Let's keep an eye on LULU as well.XLE(energy)XLE did manage to eke out a gain for the week.  But, Friday's weakness didn't help.  Most energy stocks showed similar development.  Riggers are especially weak (RIG, DO).  OXY and FLR look ok.  SLB held up on Friday, as well.GLD(gold)Even though, GLD fell on Friday, its daily chart is not that bad.  Its MACD is still bullish and it held up above its 20-day and 30-day MAs.  We will watch this, although GLD is now highly manipulated and it is not very easy to trade options on.Although the broader markets are creeping higher, the overall environment is still very secular.  Some sectors are actually moving lower.  So, I'm still cautious.  We have to be very selective in our trades.Good night andHappyTrading! ™"
76661,Weekly Wrap-Up Market Forecast Sector Watch SPX Nasdaq FAS BTK SOXX FDN SOXX,http://marketfy.com/product/ecstatic-plays/blog/891/view/92422/,2015-09-14,PANW,marketfy,"Last weekend, in myMarket Forecast, I wrote:""For the new week, the market starts at a neutral position as the market consolidated on Friday. But, stocks may slip as the buying momentum wanes. Before the sharp drop, people were looking for a pullback. The pullback was so sharp that it brought most sectors into the correction territory in just a few days! Thus, the sharp bounce is warranted. Now, that the bounce has taken out the downside overshoot, we may see stocks slip again.""Indeed, the buying faded.  Besides the bounce on Wednesday, there was not much buying.  Tuesday brought a quick drop, sending the market down to test 1900.  After Wednesday's bounce, selling resume on Thursday afternoon, and lingered into Friday.We had a pretty good week keeping theEcstatic Plays Portfolionear its all-time high, especially considering how volatile the markets were.  Here are the closed trades for the week, which we had already highlighted some trades earlier (Click here to see the previous article):To subscribe or to find out more about this product, pleaseCLICK HERE. Come see whatEcstatic Playsoffers and what we are trading next!For the week, theDowwas down 540.63 points;SPXfell 67.65 points;Nasdaqlost 144.4 points.  Oil had a strong opening on Monday, but, pulled back throughout the week.  Still, it managed to close higher for the week, at around $45/barrel (WTI).  Gold slid down to about $1120/ounce.  Asian markets were mostly lower on Monday, as the US markets were closed in observance of Labor Day.  Tonight, at the time of this writing, Asian markets were mixed.  Let's see how the US markets closed on Friday:SPXOn Friday, SPX fell 29.91 points to close at 1921.22.  It closed below its daily MAs.  The MACD slid.NasdaqNasdaq lost 49.58 points to close at 4683.92.  It closed just below its 10-day MA. The MACD was slightly down.Both SPX and Nasdaq closed below their respective daily MAs.  For the new week, the major indices will start out in vulnerable positions.  But, the selling has slowed.  It's perhaps more difficult to find reasons to buy right now.  People are already worrying about China.  Now, people might even ponder on the effects of Syrian refugees migrating into Europe.On Wednesday afternoon, we will get earnings from PANW.  What's perhaps more influential is the Apple event on Wednesday.  Besidessome other major companies, LULU also reports on Thursday.  We will have to see if the markets can find reason to buy.On the down side, SPX has support at 1900, and then 1880.  On the upside, 1950 seems to have become a resistance.  Above that, 1970 to 1980 is another resistance.Oil retreated on Monday and is drifting lower this evening.  If oil stocks fall back again, we are probably going to see the markets pressured.Sector WatchXLE(energy)XLE fell back last week, but, managed to close above its 10-day MA.  Its MACD moved higher.  Most oil stocks are at neutral, at best.  But, it the selling resumes, we could see them fall quickly down to test the recent lows.FAS(financial)FAS fell lower, nearing its recent lows again!  Big banks are all weak.  Even MA and V look weak.FDN(internet)FDN held up pretty well last week, considering how much the broader market fell back.  NFLX is weak.  AMZN, PCLN, and GOOG are holding up well.  TWTR, LNKD, and YELP seems to be trying to find a base.BTK(biotech)BTK closed pretty much right at its 10-day MA.  Its MACD is flat.  The selling has slowed in this sector as well.  BIIB has been looking to bounce as analysts have called it oversold.  AMGN, GILD, and CELG look weak, but, perhaps oversold.  CLVS and HRTX are on the stronger side.SOXX(semiconductors)SOXX also managed to close above its 10-day MA.  This sector has been selling since July.  It is trying very hard to draw a base right now.  I'll be keeping an eye on this sector.Good night andHappyTrading! ™"
76693,Weekly Wrap-Up Market Forecast Sector Watch SPX Nasdaq FAS BTK SOXX FDN SOXX BIIB AMGN CELG GILD GOOG GOOGL PCLN NFLX AMZN TWTR YELP LNKD AAPL MA V CLVS HRTX,http://marketfy.com/product/ecstatic-plays/blog/891/view/92423/,2015-09-08,PANW,marketfy,"Last weekend, in myMarket Forecast, I wrote:""For the new week, the market starts at a neutral position as the market consolidated on Friday. But, stocks may slip as the buying momentum wanes. Before the sharp drop, people were looking for a pullback. The pullback was so sharp that it brought most sectors into the correction territory in just a few days! Thus, the sharp bounce is warranted. Now, that the bounce has taken out the downside overshoot, we may see stocks slip again.""Indeed, the buying faded. Besides the bounce on Wednesday, there was not much buying. Tuesday brought a quick drop, sending the market down to test 1900. After Wednesday's bounce, selling resume on Thursday afternoon, and lingered into Friday.We had a pretty good week keeping theEcstatic Plays Portfolionear its all-time high, especially considering how volatile the markets were. Here are the closed trades for the week, which we had already highlighted some trades earlier (Click here to see the previous article):To subscribe or to find out more about this product, pleaseCLICK HERE. Come see whatEcstatic Playsoffers and what we are trading next!For the week, theDowwas down 540.63 points;SPXfell 67.65 points;Nasdaqlost 144.4 points. Oil had a strong opening on Monday, but, pulled back throughout the week. Still, it managed to close higher for the week, at around $45/barrel (WTI). Gold slid down to about $1120/ounce. Asian markets were mostly lower on Monday, as the US markets were closed in observance of Labor Day. Tonight, at the time of this writing, Asian markets were mixed. Let's see how the US markets closed on Friday:SPXOn Friday, SPX fell 29.91 points to close at 1921.22. It closed below its daily MAs. The MACD slid.NasdaqNasdaq lost 49.58 points to close at 4683.92. It closed just below its 10-day MA.The MACD was slightly down.Both SPX and Nasdaq closed below their respective daily MAs. For the new week...If you'd like to read the rest of the articles, please subscribe to my Ecstatic Plays product (Click Here). Ecstatic Plays portfolio also started trading stocks, in addition to options. PleaseClick Hereto see more details."
76721,Are You Ready For A Pullback BIIB AMGN GILD CELG UTHR JAZZ GOOG FB NFLX APA APC EOG PANW DO RIG,http://marketfy.com/product/ecstatic-plays/blog/891/view/89542/,2015-08-07,PANW,marketfy,"Stocks reversed the morning gains today and ended lower.  TheDowwas down 120.72 points (-0.69%);Nasdaqfell 83.5 points (-1.62%);SPXdropped 16.28 points (-0.78%).In this week'sMarket Forecast, we discussed the possibility of leading sectors (biotech, internet, software, financial) finally falling back and pulling the broader market down.I have been saying for a while now that the broader market will not pull back, unless biotechs pull back.  Today, biotechs suffered a steep loss, contributing much to Nasdaq's 1.62% fall.  BIIB was among the weakest, losing $18.81, or 5.61%.  Here are some other biotech names and their losses today:  JAZZ -3.99%; ESPR -7.75%; AMGN -3.84%; GILD -2.83%; CELG -3.52%; UTHR -4.14%; CLVS -3.89%.Internet stocks started out the day quite strong.  AMZN was up $5 in the morning, but, ended down $7.55.  FB was up more than $2 and ended down $1.32.  PCLN, GOOG/GOOGL, and NFLX held up pretty well.Software group was also weak.  IGV just made a new all-time high yesterday, but, gave it all back today.  CRM -2.9%; RHT -3.12%; MSFT -2.02%; ADBE -1.43%.Financials were only down slightly.While these leaders pulled back today, energy stocks made a bounce.  DO and RIG led the way, up +6.54% and +12.16%, respectively.  SLB added +1.32%; APC gained +2.89%; EOG climbed +2.09%; APA popped +4.86%.  It does seem like the energy stocks can bounce higher from here.Tomorrow, we will get the latest unemployment rate and nonfarm payrolls.  It will be interesting to see how the market reacts.  But, from today's selling, I sense that there are some big sellers out there.  Biotechs were liquidated across the board.  Other techs were sold off as well.  PANW, for example, was down more than 8%, which was easily the biggest down day for PANW in years!  Buyers are more and more reluctant to drive stocks higher.  Instead, big sellers loom after a few strong days.One chart in particular has been flagging warning signs to me for a couple of weeks now.  Let's take a look at the Dow's weekly chart:This is a 2-year, weekly chart for the Dow.  You can see that there's a rounding top and falling MAs.  We have not seen this type of ""topping"" development in at least a couple of years.  Both Russell 2000 (RUT) and SPX are showing the potential of the same formation.  RUT is basically there already.So, while the bounce in energy stocks and the dip-buyers may prop up this market for a little longer, I think the selling pressure is building up.  I do not think, however, this is all about the Fed's intention to raise rates starting in September.  I think this is more that things are just getting too overbought, technically, to be keep heading higher.  We will need to see a pullback before drawing more buyers back into the market.Some people are saying that a lot of traders are still on vacation, and, when they return, stocks will rally again.  I think otherwise.  I think ""if"" the market does not pullback soon, when the traders are back from their vacation, they will drive the markets down.  There is no point in buying an overbought market that is teetering on a cliff, so to speak.So, are you ready for a pullback?Good night andHappyTrading! ™"
76764,Weekly Wrap-Up Market Forecast Sector Watch Greece FAS BTK FDN IGV,http://marketfy.com/product/ecstatic-plays/blog/891/view/85966/,2015-07-06,PANW,marketfy,"""Greece"" once again dominated the news in the financial markets.  Last week, things were already volatile.  Nasdaq popped to a new all-time high on Monday and SPX tested 2130 again.  But, as talks between Greece and its creditors dragged on, markets pulled back.  Selling picked up some speed as we headed into the weekend.  But, still, stocks held up pretty well on Friday.We traded well last week and my Ecstatic Plays Portfolio is at a new all-time high.  The portfolio is up +28.21% in the past 90 days and +37.87% for 2015!  Here are the closed trades for the week:To subscribe or to find out more about this product, pleaseCLICK HERE. If you have been reading my articles, but, have not checked out my services, please take a moment andCLICK HEREto see whatEcstatic Playsoffers!The big news this weekend was thatGreece first announced a referendum to let its people vote on July 5 on the outcome of negotiations with its international creditors.  Tonight,global financial markets are tumbling as Greece imposes capital controls and closes banks!  At the time of this writing, Asian markets were down big, although China almost came all the way back to even momentarily!For the week, theDowwas down 69.27 points;SPXslid 8.5 points;Nasdaqlost 36.49 points. Gold pulled back again to below $1180/ounce, while oil was little changed.  Here are how US markets looked after Friday's close:SPXSPX slid 0.82 point to close at 2101.49.  It closed just below its daily MAs.  The MACD was down.NasdaqNasdaq fell 31.68 to close at 5080.51.  It closed right at its 30-day MA.  The MACD also went lower.Both SPX and Nasdaq showed a neutral stance at Friday's close, as investors waited to see what would happen in Greece over the weekend.  Well, as mentioned above, Greece has imposed capital control and ordered banks to close for a week, although ATMs will remain open with a 60 euro daily limit on withdrawals.  For the new week, the markets look to open on the downside.  SPX's initial support is at 2080.  Below 2080, there is support between 2060-2040.  It's difficult to say how far the market will fall.  A lot will depend on how well EU can contain the situation.  Let's take a look at some major sectors:Sector WatchFAS(financial)FAS closed above its 20- and 30-day MAs, although its MACD went lower.  Big banks are holding up well.  GS, JPM, WFC, BAC were all neutral on Friday.  Same thing goes for the credit cards such as MA and V.FDN(internet)FDN managed to close above its daily MAs.  But, if things pull back with the broader market, we could quickly see this sector turn bearish.  FB has just had an amazing run.  It could have a lot of room to pullback to (so, does TRIP).  AMZN also still looks healthy.  GOOG is neutral.  PCLN is a bit weak.BTK(biotech)This sector has been among the strongest.  But, if things pull back altogether, investors will likely take profits in biotechs.  Some of the recent high-flyers include:  BIIB, INCY, LLY, KITE, HRTX, CLVS, and BLUE.IGV(software)IGV closed just below its daily MAs.  On Friday, cybersecurity stocks (which have been hot lately) pulled back.  CYBR, FEYE, VDSI, PANW all pulled back quite a bit.  These may get hit again on Monday morning, but, we should see some buyers come back in.  Cloud space has also been hot.  But, it may be the next target in a weak market environment.  CRM and VMW both pulled back on Friday.Good night andHappyTrading! ™"
76771,Weekly Wrap-Up Market Forecast Sector Watch Greece FAS BTK FDN IGV GS WFC JPM V MA BIIB INCY LLY CLVS HRTX BLUE KITE CYBR FEYE VDSI PANW,http://marketfy.com/product/ecstatic-plays/blog/891/view/85967/,2015-06-29,PANW,marketfy,"""Greece"" once again dominated the news in the financial markets. Last week, things were already volatile. Nasdaq popped to a new all-time high on Monday and SPX tested 2130 again. But, as talks between Greece and its creditors dragged on, markets pulled back. Selling picked up some speed as we headed into the weekend. But, still, stocks held up pretty well on Friday.We traded well last week and my Ecstatic Plays Portfolio is at a new all-time high. The portfolio is up +28.21% in the past 90 days and +37.87% for 2015! Here are the closed trades for the week:To subscribe or to find out more about this product, pleaseCLICK HERE. If you have been reading my articles, but, have not checked out my services, please take a moment andCLICK HEREto see whatEcstatic Playsoffers!The big news this weekend was thatGreece first announced a referendum to let its people vote on July 5 on the outcome of negotiations with its international creditors. Tonight,global financial markets are tumbling as Greece imposes capital controls and closes banks! At the time of this writing, Asian markets were down big, although China almost came all the way back to even momentarily!For the week, theDowwas down 69.27 points;SPXslid 8.5 points;Nasdaqlost 36.49 points. Gold pulled back again to below $1180/ounce, while oil was little changed. Here are how US markets looked after Friday's close:SPXSPX slid 0.82 point to close at 2101.49. It closed just below its daily MAs. The MACD was down.NasdaqNasdaq fell 31.68 to close at 5080.51. It closed right at its 30-day MA. The MACD also went lower.Both SPX and Nasdaq showed a neutral stance at Friday's close, as investors waited to see what would happen in Greece over the weekend. Well, as mentioned above, Greece has imposed capital control and ordered banks to close for a week, although ATMs will remain open with a 60 euro daily limit on withdrawals. For the new week...If you'd like to read the rest of the articles, please subscribe to my Ecstatic Plays product (Click Here)."
76788,Mobileye Keeps Going Higher Chinese Stocks Staying Hot MBLY CYBR PANW AMBA BIDU YOKU SOHU NFLX QIHU WBAI WB SINA DANG NTES,http://marketfy.com/product/ecstatic-plays/blog/891/view/85025/,2015-06-17,PANW,marketfy,"Last week, I wrote an article, titled ""Buy Mobileye NOW!!"", beseeching you to buy MBLY as soon as possible.  MBLY today popped another +4.69%, and, we once again locked in our gains as high as +53%:My Ecstatic Plays portfolio value keeps climbing, and it is now up +37.2% for 2015 and +211% (more than tripled) in the past 365 days!To subscribe or to find out more about my Ecstatic Plays services, pleaseCLICK HERE.I also recently wrote an article on8 stocks(click here to see the article) that have been very strong.  Every one of those stocks (including AMBA, PANW, CYBR, and FEYE) have gone higher since the article!  (Click here to join my service and see what we are trading!)China Stocks Staying Hot!QIHU received a buyout bid to take it private today for $77/share.  It popped more than +6% to close at $70.15.  Cybersecurity stocks have been hot, and, QIHU is big in the arena in China, not to mention its also got a search engine.  I think QIHU goes higher tomorrow.Alibaba announced over the weekend that it will launch into streaming video business.  BABA owns at least 16.5% of YOKU.  I think YOKU has a good potential to get bought.  YOKU was up +4.85% today.  BIDU gained +2.2% today and closed at $209.5.Its iQiyi video streaming subsidiary has hit 5 million subscribers as of June 15.  SOHU, which also has a streaming video service, went up +4% today.  NTES reached a new all-time high at $154.88 today.  NTES makes online games and has a working relationship with Activision Blizzard (ATVI), and,it is expanding into the US.  We often hear about the US companies wanting to expand into China.  Well, NTES is already here and has opened up its first US office in California.  NTES is going to be huge!  DANG jumped +12.55% today, on QIHU's buyout news.  I really like DANG and think that it could easily go over $15 in the next month or two.M&A activities in China are heating up.  Online darlings are among the top targets!  We recently saw SINA's CEO buying up mover $600 million worth of SINA stock.  SINA's Weibo (WB) also have been trading higher.  WBAI have been trade higher afterTsinghua Unigroup International Co., Ltd took a stake in the companyTsinghua Unigroup International Co., Ltd took a stake in the company.  More deals will surely come.We are keeping some VIX calls in our pocket as the drama in Greece is still making this market nervous.Come join our trading community and see what we are trading!Good night andHappyTrading! ™"
76791,Healthcare and Cybersecurity Dominate As Market Slides PANW CYBR FEYE HUM CI AET UNH ANTM,http://marketfy.com/product/ecstatic-plays/blog/891/view/84774/,2015-06-16,PANW,marketfy,"While the broader market was under pressure today, buyers were picking up stocks in healthcare and cybersecurity.  As negotiations failed on Sunday between Greece and its creditors, US stocks sold off early on Monday.  Although things bounced off of the morning lows, the broader market still ended in the red.However, two groups stood out.  One is cybersecurity.  Buyers continued to buy up names such as CYBR, PANW, and FEYE.  CYBR hit a new all-time high today at $71.86 and ended up +6.59%.  FEYE added +2.55%.  PANW also made a new high today at $177.4.Healthcares popped higher in the afternoon, as more rumors about potential M&A deals circulated.  CI shares vaulted +12% on rumors that ANTM  may be looking to buy it.  This evening,there was a report that ANTM has made a $45 billion offer for CI.  The was also a report that claims that UNH has approached AET with an offer.  ANTM ended the day up +2.33%.  UNH added +1.13%.  AET gained +4.44%.  Ironically, the loser of the day in this group was HUM, which jumped a week ago from around $180 to over $220 on takeover speculation.  HUM shares were down 2.77% today.It looks like things are heating up in healthcare.  I think both CI and AET will go higher tomorrow.  The interesting thing is that CI may want to buy HUM to ward off ANTM.  This makes HUM interesting again!Good night andHappyTrading! ™"
76801,Stocks That Bucked the Trend on Monday TSLA GPRO AMBA PANW QIHU CYBR FEYE ANET,http://marketfy.com/product/ecstatic-plays/blog/891/view/84133/,2015-06-09,PANW,marketfy,"Markets were under pressure today as the Dow slumped 82.91 points and SPX fell 13.55 points.  But, some of the recent gainers continued to move higher.Internet security stocks were strong once again.  PANW hit a new all-time high this morning at $176.5, but, was pressured by the broader market and closed slightly in the red.  CYBR went as high as $71.35, but, came down to close at $68.65, still up +3.64% for the day.  FEYE popped to $52.48 in the morning.  QIHU almost touched the $65 mark in the morning, and sold the rest of our QIHU calls out for a +114.84% profit:ANET also went higher, hitting above $79 and closing at $78.73, up +1.64%.TSLAsaw its price target raised to $335; its stock ended up $7.15 or +2.87%.  This is a new breakout for TSLA, and we may see this stock retesting its all-time high at $291.42 before long.  AMBA went higher again today, by more than +5%, another new all-time high!  GPRO touched above $61 in the morning, but, closed flat.Good night andHappyTrading! ™"
76846,Weekly Wrap-Up Market Forecast Sector Watch SPX Nasdaq FAS XLE SOXX FDN GOOG NFLX TWC CHTR MA V GS APA APC XOM CVX AMBA AVGO PANW,http://marketfy.com/product/ecstatic-plays/blog/891/view/82832/,2015-05-26,PANW,marketfy,"The broader market held its ground last week, still ending in record territory. We traded well and myEcstatic Plays Portfolio's value continued to increase.Marketfy is having a $10 for the 1st month coupon for this year's Memorial Day. The coupon code is ""Memorial2015"". Pleaseclick hereto check out my services and see which one is right for you. To take this advantage and try out my Ecstatic Plays for only $10 over the next 30 days, pleaseclick here!We had a lot of nice plays last week. Our YOKU and NFLX calls were among the top gainers. Here are the closed trades for the week:For the week, theDowwas down 40.54 points;SPXadded +3.33 points;Nasdaqgained +41.07 points. Oil was flat with WTI sticking around $60/barrel. Gold pulled back, but, managed to stay above $1200/ounce. Asian markets were mixed on Monday, but, China and Hong Kong remained strong. Here are where the US markets closed last Friday:SPXSPX slipped 4.76 points to close at 2126.06. Its daily MAs and MACD were little changed.NasdaqNasdaq slid 1.43 points to close at 5089.36. Its daily MAs and MACD were a little higher.The broader market seems to be stuttering again, attempting to find a direction. But, still, there is no lack of nice movements as the market is teeming with mergers and acquisitions. Today, financial pages are filled with reports thatCHTR is ready to close a $55 billion deal to buy TWC! For the new week...If you'd like to read the rest of the articles, please subscribe to my Ecstatic Plays product (Click Here)."
76916,Some Big Movers EOG TSLA PANW CYBR TWTR CLVS FDX,http://marketfy.com/product/ecstatic-plays/blog/891/view/78415/,2015-04-09,PANW,marketfy,"Stocks have been most positive so far this week.  Energy stocks have bounced, and oil spiked up over the past two days with Brent testing $60/barrel and WTI trading at around $53/barrel.  We trade EOG calls in myHappy Tradesportfolio and booked a+81.78%profit:TSLA jumped about on Monday as the company said thatit sold over 10,000 of its Model S cars.  We held TSLA calls over the weekend and took a+112.56%profit in myEcstatic Playsportfolio:Today, FDX announced that it will buyTNT Express for $4.8 billion to expand into Europe.  FDX stock jumped +2.7% on the announcement.  Internet security stocks caught buyers today, as PANW went up +2.25% and CYBR popped more than +8%.TWTR vaulted +4% higher today on takeover rumors.  Biotech stocks more on the rebound today.  CLVS traded up +8% asthe company received a ""breakthrough"" status for its ovarian cancer drug.  BIIB added almost $5.  ALXN was up more than +3%.  VRTX gained more than +2%.Stocks were showing strength until the afternoon.  But, big winners mentioned above still kept most of their gains.  The broader market overall is still neutral.  So, we may see some volatile days ahead.  We are still mostly in cash.  Let's be patient and see if the market shows clearer signals.Good night andHappyTrading! ™"
